1;ATIVO 
12;ATIVO CIRCULANTE 
121;DISPONÍVEL 
1211;CAIXA 
12111;CAIXA 
121119;CAIXA
12111901;CAIXA
121119011;Caixa
1212;NUMERÁRIO EM TRANSITO
12121;NUMERÁRIO EM TRANSITO
121219;Numerário em Trânsito
12121901;Numerário em Trânsito
121219011;Numerário em trânsito
1213;BANCOS CONTA MOVIMENTO
12131;BANCOS CONTA MOVIMENTO
121319;Bancos Conta Movimento
12131901;Bancos Conta Movimento
121319011;Bancos Conta Movimento
1214;APLICAÇÕES DE LIQUIDEZ IMEDIATA
12141;APLICAÇÕES DE LIQUIDEZ IMEDIATA
121419;Aplicações de Liquidez Imediata
12141901;Aplicações de Liquidez Imediata
121419011;Aplicações de liquidez imediata
122;APLICAÇÕES FINANCEIRAS
1221;APLICAÇÕES GARANTIDORAS DE PROVISÕES TÉCNICAS
12211;TÍTULOS DE RENDA FIXA - PRIVADOS
122119;Títulos de Renda Fixa - Privados
12211901;Depósitos Bancários a Prazo - CDB/RDB
122119011;Valor Original
122119012;Ajuste ao Valor de Mercado
12211902;Cotas de Fundos de Investimentos
122119021;Valor Original
122119022;Ajuste ao Valor de Mercado
12211908;Outros Títulos de Renda Fixa
122119081;Valor Original
122119082;Ajuste ao Valor de Mercado
12211909;(-) Provisão para Desvalorização de Títulos de Renda Fixa - Privados
122119099;(-) Provisão para Desvalorização de Títulos de Renda Fixa - Privados
12212;TÍTULOS DE RENDA FIXA - PÚBLICOS
122129;Títulos de Renda Fixa - Públicos
12212901;  Títulos da Dívida Pública Interna
122129011; Valor Original
122129012;Ajuste ao Valor de Mercado
12212902;Cotas de Fundos de Investimentos
122129021;Valor Original
122129022;Ajuste ao Valor de Mercado
12212908;Outros Títulos de Renda Fixa
122129081;Valor Original
122129082;Ajuste ao Valor de Mercado
12212909;(-) Provisão para Desvalorização de Títulos de Renda Fixa - Públicos
122129099;(-) Provisão para Desvalorização de Títulos de Renda Fixa - Públicos
12213;TÍTULOS DE RENDA VARIÁVEL
122139;Títulos de Renda Variável
12213901;Cotas de Fundos de Investimentos
122139011;Valor Original
122139012;Ajuste ao Valor de Mercado
12213908;Outros Títulos de Renda Variável
122139081;Valor Original
122139082;Ajuste ao Valor de Mercado
12213909;(-) Provisão para Desvalorização de Títulos de Renda Variável
122139099;(-) Provisão para Desvalorização de Títulos de Renda Variável
12218;OUTRAS APLICAÇÕES
122189;Outras Aplicações
12218908;Outras Aplicações
122189081;Valor Original
122189082;Ajuste ao Valor de Mercado
12218909;(-) Provisão para Desvalorização de Outras Aplicações
122189099;(-) Provisão para Desvalorização de Outras Aplicações
1222;APLICAÇÕES LIVRES
12221;TÍTULOS DE RENDA FIXA - PRIVADOS
122219;Títulos de Renda Fixa - Privados
12221901;Depósitos Bancários a Prazo - CDB/RDB
122219011;Valor Original
122219012;Ajuste ao Valor de Mercado
12221902;Cotas de Fundos de Investimentos
122219021;Valor Original
122219022;Ajuste ao Valor de Mercado
12221908;Outros Títulos de Renda Fixa
122219081;Valor Original
122219082;Ajuste ao Valor de Mercado
12221909;(-) Provisão para Desvalorização de Títulos de Renda Fixa - Privados
122219099;(-) Provisão para Desvalorização de Títulos de Renda Fixa - Privados
12222;TÍTULOS DE RENDA FIXA - PÚBLICOS
122229;Títulos de Renda Fixa - Públicos
12222901;Títulos da Dívida Pública Interna 
122229011;Valor Original
122229012;Ajuste ao Valor de Mercado
12222902;Cotas de Fundos de Investimentos
122229021;Valor Original
122229022;Ajuste ao Valor de Mercado
12222908;Outros Títulos de Renda Fixa
122229081;Valor Original
122229082;Ajuste ao Valor de Mercado
12222909;(-) Provisão para Desvalorização de Títulos de Renda Fixa - Públicos
122229099;(-) Provisão para Desvalorização de Títulos de Renda Fixa - Públicos
12223;TÍTULOS DE RENDA VARIÁVEL
122239;Títulos de Renda Variável
12223901;Cotas de Fundos de Investimentos
122239011;Valor Original
